text,time,impressions,engagements,engagement_rate,retweets,replies,likes,user_profile_clicks,url_clicks,hashtag_clicks,detail_expands,follows,email_tweet,media_views,media_engagements
. @Jeukendrup You have completed several triathlons. How much nutrition science do you apply to your own Ironman Triathlon performance?,2014-07-05 09:20 +0000,1901,22,0.011572856,2,3,0,3,0,0,13,1,0,0,0
@PeteTheRef just follow the tweets Pete.,2014-07-05 09:18 +0000,118,7,0.059322034,0,1,0,0,0,0,6,0,0,0,0
. @Jeukendrup 3 important factors in endurance performance are talent/training/nutrition. What % would you allocate to each for the elite?,2014-07-05 09:17 +0000,2184,61,0.027930403,4,4,3,8,0,0,41,0,1,0,0
"Ok, here we go with our #JSStwinterview with @Jeukendrup ...",2014-07-05 09:16 +0000,4922,81,0.016456725,4,1,1,21,0,9,42,3,0,0,0
Join us tomorrow at 10.15 UK time (11.15 here at ECSS) for our #JSStwinterview with @Jeukendrup @tandfsport,2014-07-04 12:31 +0000,1151,21,0.018245004,4,0,1,3,0,0,13,0,0,0,0
#JSSInPress The impact of data reduction on the intra-trial reliability...of lower limb musculoskeletal stiffness  http://t.co/Jz1lSEigRv,2014-07-02 04:54 +0000,2588,46,0.017774343,2,0,1,5,26,0,10,0,2,0,0
#JSSInPress The influence of a new sole geometry while running  http://t.co/aiXtZvjHEi,2014-07-02 04:49 +0000,4230,56,0.013238771,4,0,3,7,27,1,12,1,1,0,0
Stay tuned next week for our #JSStwinterview with @Jeukendrup at @ecss2014 @tandfsport,2014-06-28 12:42 +0000,3514,40,0.011383039,11,0,5,12,0,1,10,1,0,0,0
#JSSInPress Psychometric properties of the motor diagnostics in the German football talent ID &amp; development programme http://t.co/Sp3fHIRIFk,2014-06-23 08:36 +0000,3774,82,0.02172761,7,0,6,5,49,0,15,0,0,0,0
#JSSInPress Motivational patterns as an instrument for predicting success in promising young football players http://t.co/FsXV25MC0U,2014-06-18 09:55 +0000,5230,119,0.022753346,13,0,11,9,59,0,26,1,0,0,0
#JSSInPress Growth and body composition in Brazilian female rhythmic gymnastics athletes http://t.co/BpRKEQ0xxd,2014-06-18 09:54 +0000,2466,19,0.007704785,2,0,1,0,12,0,4,0,0,0,0
@Scienceofsport thanks for your comments Ross. Please consider a Letter to the Editor outlining specific issues so the authors can respond.,2014-06-12 17:19 +0000,1001,46,0.045954046,0,1,0,2,0,0,43,0,0,0,0
#JSSInPress Dissociation between running economy and running performance in elite Kenyan distance runners http://t.co/LsxFhEGjYj,2014-06-11 10:32 +0000,6298,162,0.025722452,15,0,15,10,89,0,33,0,0,0,0
#JSSInPress The influence of pitch dimensions on performance during small-sided and conditioned soccer games http://t.co/sxqz1yTvmy,2014-06-11 10:31 +0000,5374,160,0.029772981,10,2,15,14,86,0,33,0,0,0,0
#JSSInPress The accuracy and precision of DXA for assessing body composition in team sport athletes http://t.co/zfYS8GTMYn,2014-06-11 10:30 +0000,4510,170,0.037694013,10,1,14,6,95,0,41,2,1,0,0
#JSSInPress Sedentary behaviour and adiposity in elite athletes http://t.co/ORu13KzXX1,2014-06-11 10:25 +0000,3082,50,0.016223232,3,0,5,1,33,0,8,0,0,0,0
On the eve of the #WorldCup we've just published a new study on penalty kick strategies http://t.co/XuSNDaLcQC @BBCSport @GaryLineker,2014-06-11 09:01 +0000,2764,83,0.030028944,6,1,6,5,41,1,22,0,1,0,0
#JSSInPress The development of a method for identifying penalty kick strategies in association football http://t.co/XuSNDaLcQC #WorldCup,2014-06-11 08:48 +0000,3535,64,0.018104668,10,0,2,4,35,0,13,0,0,0,0
#JSSInPress Perceived coach-created &amp; peer-created motivational climates &amp; their associations with team cohesionâ€_ http://t.co/qNnx0klMcf,2014-06-10 09:20 +0000,3782,103,0.027234268,9,0,5,3,52,1,32,1,0,0,0
#JSSInPress Knowledge of bout duration influences pacing strategies during small-sided games @HughFullagar http://t.co/iQkqvr4AVh,2014-06-07 16:49 +0000,4876,120,0.024610336,9,0,7,4,68,1,31,0,0,0,0
#JSSInPress Correlation between architectural variables and torque in the erector spinae muscleâ€_ http://t.co/vKvVPhfIUM,2014-06-06 09:39 +0000,691,10,0.01447178,4,0,2,0,2,0,2,0,0,0,0
#JSSInPress Exploring the covariates of sport participation for health: an analysis of males and females in England http://t.co/A6JyhryEQi,2014-06-04 14:57 +0000,3036,26,0.0085639,3,0,0,2,14,0,7,0,0,0,0
#JSSInPress Validation of maturity offset in a longitudinal sample of Polish girls http://t.co/OP9hs65v6A,2014-06-04 14:56 +0000,2222,16,0.00720072,0,1,2,2,8,0,3,0,0,0,0
. @JodiATC Thanks for being our 7000th follower Jodi! We hope you enjoy reading the research being published in JSS @tandfsport,2014-06-03 15:05 +0000,2697,42,0.015572859,1,0,1,13,0,0,27,0,0,0,0
Did you know that JSS is published on behalf of @basesuk &amp; members can receive an individual sub at reduced rates? http://t.co/gb2JF1uqBg,2014-06-02 10:45 +0000,4361,27,0.006191241,2,0,1,8,5,0,11,0,0,0,0
#JSSInPress Managing pressure: patterns of appraisals and coping strategies of non/elite athletes during competition http://t.co/Zd0oCRJi2k,2014-06-01 09:48 +0000,3655,85,0.023255814,7,0,13,1,47,0,17,0,0,0,0
#JSSInPress Additive benefits of external focus and enhanced performance expectancy for motor learning http://t.co/mSZwZI5wNf,2014-05-30 09:11 +0000,2590,41,0.015830116,4,0,2,1,32,0,2,0,0,0,0
#JSSInPress Determinants of countermovement jump performance: a kinetic and kinematic analysis http://t.co/i98vd5mp70,2014-05-30 09:00 +0000,3640,154,0.042307692,11,1,16,5,93,0,28,0,0,0,0
#JSSInPress Intentional thought dynamics during exercise performed until volitional exhaustion http://t.co/Ibnf2QO1Ei,2014-05-29 07:35 +0000,2568,27,0.010514019,1,0,0,0,22,0,4,0,0,0,0
#JSSInPress Quantifying stroke coordination during the breathing action in front-crawl swimmingâ€_  http://t.co/jO17IMgOQH,2014-05-27 17:02 +0000,3615,68,0.018810512,5,0,6,2,35,0,20,0,0,0,0
#JSSInPress Kinematics of preferred and non-preferred handballing in Australian football http://t.co/M2NjG8jtz6 #AFL,2014-05-27 17:00 +0000,2902,20,0.006891799,2,0,2,1,12,0,3,0,0,0,0
#JSSInPress Changes in joint kinetics during learning the longswing on high bar http://t.co/GgovsSxd4C,2014-05-27 16:58 +0000,2663,20,0.007510327,1,1,0,0,8,0,10,0,0,0,0
#JSSInPress Initial identification &amp; selection bias versus the eventual confirmation of talentâ€_ http://t.co/nejQA0MKhZ,2014-05-23 17:04 +0000,5075,161,0.031724138,11,1,9,7,80,0,52,1,0,0,0
#JSSInPress The use of 2D and 3D information in a perceptual-cognitive judgement task #footballreferees #offside http://t.co/cV1nhsMgNf,2014-05-23 16:59 +0000,3396,45,0.013250883,2,0,3,3,18,0,19,0,0,0,0
"#JSSInPress Relationships between FMS scores, maturation and physical performance in young soccer players http://t.co/GslV0H820P",2014-05-23 16:54 +0000,4445,160,0.035995501,9,0,17,4,78,0,52,0,0,0,0
#JSSInPress An integrated analysis of match-related fatigue in professional rugby league @tom85kempton @AaronJCoutts http://t.co/NuNiTLt5e5,2014-05-23 16:43 +0000,8010,243,0.030337079,19,1,15,21,113,2,70,2,0,0,0
#JSSInPress Relationship between exchange block time in swim starts and final performance in relay racesâ€_ http://t.co/7yOIbeplSF,2014-05-23 16:41 +0000,2896,35,0.012085635,1,0,3,3,21,0,7,0,0,0,0
#JSSInPress Elevated eating psychopathology a potential risk factor for the development of depression in athletes http://t.co/dQ2QDzPdMP,2014-05-19 18:32 +0000,3256,64,0.01965602,3,0,5,2,33,0,21,0,0,0,0
#JSSInPress Changes in force production and stroke parameters of able-bodied &amp; arm-amputee female swimmersâ€_ http://t.co/nGAnq2czpK,2014-05-19 18:28 +0000,3310,135,0.040785498,3,0,1,2,30,0,98,1,0,0,0
#JSSInPress Mechanics of the muscles crossing the hip joint during sprint running http://t.co/04gt34uzWV,2014-05-19 18:23 +0000,3170,99,0.031230284,3,0,7,1,74,1,13,0,0,0,0
#JSSInPress %CV for the Vivago wrist-worn accelerometer is inversely related to physical activity intensity http://t.co/RBIkWx7gaG,2014-05-19 18:21 +0000,2892,43,0.014868603,4,0,3,5,18,0,13,0,0,0,0
#JSSInPress FMS mastery is needed in childhood to be able to participate in PA &amp; maintain a healthy weight @MikeDunky http://t.co/NlifYAGntX,2014-05-19 18:14 +0000,3308,98,0.029625151,7,1,5,6,49,0,30,0,0,0,0
"Thoughts? â€œ@LSEImpactBlog: Open peer review is a welcome step, but heightened visibility may also mean vulnerability http://t.co/OSq8LzEdOGâ€ù",2014-05-19 13:49 +0000,2158,31,0.014365153,1,0,0,2,12,0,16,0,0,0,0
#JSSInPress Physical fitness percentiles for Portuguese children and adolescents aged 10â€“18 years http://t.co/a8L6d5G4iv,2014-05-13 15:31 +0000,2805,33,0.011764706,5,0,1,3,15,0,9,0,0,0,0
#JSSInPress Ground reaction force characteristics of Tai Chi push hand http://t.co/NsEBpojw72,2014-05-13 15:30 +0000,2199,9,0.004092769,0,0,0,0,9,0,0,0,0,0,0
#JSSInPress Effect of custom-made &amp; prefab insoles on plantar loading parameters during running with/without fatigue http://t.co/PjZG3FVY2x,2014-05-13 15:29 +0000,2920,52,0.017808219,6,0,1,3,26,0,16,0,0,0,0
#JSSInPress Relationship between physiological parameters &amp; performance during a half-ironman triathlon in the heat http://t.co/aiMCZjB5WH,2014-05-13 15:26 +0000,3267,92,0.028160392,5,0,10,7,53,1,13,1,2,0,0
Great work Rosie! â€œ@CollinsRosie: Really excited to see my most recent publication online with @JSportsSci http://t.co/8CcuWP47m1â€ù,2014-05-12 15:05 +0000,1387,37,0.02667628,1,1,0,5,21,0,9,0,0,0,0
#JSSInPress Change of plans: an evaluation of the effectiveness &amp; underlying mechanisms of successful talent transfer http://t.co/DSkDoPxku7,2014-05-12 12:21 +0000,2373,56,0.02359882,13,0,9,6,19,0,9,0,0,0,0
"A wealth of free material to view until 31 May, inc. books on soccer, racquet sports, research methods, &amp; ethicsâ€_ http://t.co/Pnnvn3G3kd",2014-05-12 08:54 +0000,7059,56,0.007933135,15,0,10,1,25,0,5,0,0,0,0
"â€œ@tandfsport: Article Of The Day: ""Ramadan fasting &amp; the goals of sports nutrition around exercise"" by @LouiseMBurke http://t.co/fwlslWtSwdâ€ù",2014-05-09 12:11 +0000,2434,42,0.017255546,3,1,2,1,20,0,15,0,0,0,0
#JSSInPress Vitamin C supp. does not influence plasma &amp; blood mononuclear cell IL-6 &amp; IL-10 levels after exercise http://t.co/LJuMCds2Li,2014-05-07 18:50 +0000,3069,36,0.011730205,5,1,2,2,11,1,13,1,0,0,0
On a mobile device? @tandfonline have introduced a very nice magazine style layout. To view tap 'View Mobile Site'â€_ http://t.co/TtAzJhktDU,2014-05-06 15:04 +0000,4599,292,0.063492063,9,0,6,14,22,0,76,0,0,165,165
#JSSInPress athlete burnout predicts motivation over time but motivation does not predict athlete burnout over time. http://t.co/fKZZx3qzDa,2014-05-06 14:47 +0000,2890,56,0.019377163,2,0,3,9,32,3,7,0,0,0,0
#JSSInPress Feasibility of eyes open alpha power training for mental enhancement in elite gymnasts http://t.co/yZMwOXrsap,2014-05-01 10:56 +0000,3284,56,0.017052375,5,0,1,4,19,1,26,0,0,0,0
#JSSInPress Nutritional practices associated with low energy availability in Division I female soccer players http://t.co/WRdn6snliP,2014-05-01 10:56 +0000,3000,58,0.019333333,4,0,4,8,27,0,14,0,1,0,0
#JSSInPress structure/number of extracurricular PA may positively influence cognitive performance in adolescentsâ€_ http://t.co/TcbmHbQgRr,2014-04-30 11:53 +0000,2708,72,0.026587888,6,1,7,2,38,2,16,0,0,0,0
Thoughts? â€œ@TheSISMClinic: reduction in FT fibers as you age any evidence to support power training for gaelic footballer in their late 20sâ€ù,2014-04-28 17:30 +0000,3180,38,0.011949686,2,1,0,4,0,0,31,0,0,0,0
#JSSInPress The validity/reliability of a novel indoor player tracking system for use within wheelchair court sports http://t.co/YARFIPYHMS,2014-04-25 08:22 +0000,3376,101,0.029917062,7,0,1,1,34,4,54,0,0,0,0
#JSSInPress Has player development in menâ€™s tennis really changed? An historical rankings perspective http://t.co/cMlfnGrWxF,2014-04-25 08:21 +0000,2331,32,0.013728014,2,1,0,0,19,0,9,0,1,0,0
#JSSInPress Achievement in mathematics and language is linked to regular physical activityâ€_ http://t.co/hWFhbLehsW,2014-04-25 08:20 +0000,4185,74,0.017682198,8,0,5,2,34,0,25,0,0,0,0
We're pleased to announce the new account @JSSFootball for the JSS Special Issue on Science and Medicine in Football!,2014-04-22 09:57 +0000,1825,82,0.044931507,9,0,3,23,0,0,47,0,0,0,0
#JSSInPress Aerobic + resistance training more effective in improving the visceral adiposity/metabolic profileâ€_ http://t.co/eM3lkWj54T,2014-04-21 11:09 +0000,1107,41,0.037037037,11,0,12,2,10,0,6,0,0,0,0
#JSSFootball Analysis of football game-related statistics using multivariate techniques http://t.co/8BUj5pPF9g,2014-04-17 15:15 +0000,7148,229,0.032036933,10,0,11,17,140,1,48,2,0,0,0
"#JSSFootball Relationships between anthropometric measures and athletic performance, with special reference to RSA http://t.co/rTwAr1u4ld",2014-04-17 15:15 +0000,5334,152,0.028496438,12,0,9,11,83,0,37,0,0,0,0
#JSSFootball Anticipatory postural adjustments during cutting manoeuvres in football &amp; their consequences for injuryâ€_ http://t.co/5hrtpD8yBm,2014-04-17 15:13 +0000,3752,107,0.028518124,6,0,8,11,50,2,29,1,0,0,0
Three new papers published online today for the next JSS Special Issue on Science and Medicine in Football #JSSFootball,2014-04-17 15:13 +0000,2475,36,0.014545455,4,0,3,7,0,6,16,0,0,0,0
#JSSInPress Does size of oneâ€™s community affect likelihood of being drafted into the NHL? Analysis of 25 yrs of data http://t.co/rkbo738f08,2014-04-17 09:18 +0000,3082,55,0.017845555,5,1,1,6,31,0,11,0,0,0,0
"#JSSInPress A biomechanical comparison of the vertical jump, power clean, and jump squat http://t.co/ujj8l8YSUf",2014-04-17 09:04 +0000,6142,269,0.043796809,16,0,22,18,149,2,58,1,1,0,0
#JSSInPress Attentional capture by spoken language: effects on netballersâ€™ visual task performance http://t.co/q2idHhmbNF,2014-04-17 08:48 +0000,2200,22,0.01,0,0,0,1,15,1,5,0,0,0,0
#JSSInPress Assessment of decision-making performance &amp; in-game physical exertion of Australian football umpires #AFL http://t.co/pvNDXnmldl,2014-04-15 11:15 +0000,3591,67,0.018657755,5,0,2,1,46,1,12,0,0,0,0
#JSSInPress Heart rate and perceived muscle pain responses to a functional walking test in McArdle disease http://t.co/S5EAtYzKBM,2014-04-15 11:11 +0000,2335,22,0.009421842,0,0,1,2,13,0,6,0,0,0,0
@carling_chris Yes it happens. Ultimately editors seek reviewers who'll provide independent critical reviews. How they achieve that varies.,2014-04-14 20:02 +0000,432,11,0.025462963,0,0,0,0,0,0,11,0,0,0,0
". @carling_chris yes Chris, we would agree with you on that. Ultimately though it is up to the Section Editor to choose reviewers.",2014-04-14 17:44 +0000,2490,140,0.0562249,0,3,0,10,0,0,127,0,0,0,0
Some very useful guidelines on being a reviewer from the Committee on Publication Ethics @C0PE http://t.co/mVTFVbIgDV,2014-04-14 14:33 +0000,5071,103,0.020311576,12,2,4,7,56,0,22,0,0,0,0
#JSSInPress A comparison of time-motion and technicalâ€“tactical variables between age groups of female judo matches http://t.co/PBGQGP7TAV,2014-04-10 12:48 +0000,2494,30,0.012028869,5,0,1,1,12,1,9,1,0,0,0
#JSSInPress Soccer and Zumba as health-promoting activities among female hospital employeesâ€_ http://t.co/bWr8mvHxm5,2014-04-10 12:48 +0000,1999,21,0.010505253,2,0,0,0,12,0,7,0,0,0,0
#JSSInPress Does athletic training in volleyball modulate the components of visual evoked potentials?â€_ http://t.co/e4R9uuAjoR,2014-04-09 16:58 +0000,2229,33,0.014804845,1,0,2,2,18,0,10,0,0,0,0
#JSSInPress #Editorial Tradition and technology @grantabt http://t.co/OKrmWt4nax,2014-04-09 16:57 +0000,2853,58,0.020329478,5,0,2,6,27,0,18,0,0,0,0
#JSSInPress Psychological resilience in sport performers: a review of stressors and protective factors http://t.co/KEZVls3xU5,2014-04-09 16:56 +0000,12216,396,0.032416503,36,0,25,57,190,1,81,5,1,0,0
#JSSInPress Golgi tendon organ reflex inhibition following manually applied acute static stretching http://t.co/aKLEqQ0O4m,2014-04-09 16:55 +0000,2466,58,0.02351987,5,0,8,2,32,0,10,1,0,0,0
#JSSInPress Physiological responses according to rules changes during 3 vs. 3 small-sided games in youth soccerâ€_ http://t.co/3ZXRhFwFas,2014-04-09 16:55 +0000,3056,87,0.028468586,10,1,10,5,44,0,16,0,1,0,0
#JSSInPress Coachâ€“athlete attachment and the quality of the coachâ€“athlete relationship... http://t.co/WohlLqERFk,2014-04-09 09:02 +0000,3249,99,0.030470914,5,0,7,2,61,1,22,1,0,0,0
#JSSInPress Variable training: effects on velocity and accuracy in the tennis serve http://t.co/vkbjVjZWjn,2014-04-07 08:54 +0000,3437,59,0.017166133,5,1,2,4,38,0,9,0,0,0,0
#JSSInPress Impact of compliance with different guidelines on physical activity during pregnancyâ€_ http://t.co/Xi9aDjklhK,2014-04-07 08:53 +0000,2306,26,0.011274935,2,0,3,0,13,0,8,0,0,0,0
#JSSInPress Two tests of approach-iron golf skill and their ability to predict tournament performance @Robertson_SJ http://t.co/88PwS8fsJR,2014-04-07 08:52 +0000,3330,52,0.015615616,4,0,1,5,22,0,20,0,0,0,0
#JSSInPress Prevalence of a characteristic gene profile in high-level rhythmic gymnasts http://t.co/l7cmpTVzmo,2014-04-07 08:50 +0000,2171,10,0.004606172,1,0,0,0,6,0,3,0,0,0,0
#JSSInPress Psychometric properties of the Brunel Mood Scale in Chinese adolescents and adults http://t.co/ETB0GAgjqB,2014-04-07 08:49 +0000,2188,20,0.009140768,2,0,2,2,9,1,4,0,0,0,0
Did you know all papers in Vol 29(15) are free? Papers by @craig_twist @DrKevinLamb Tim Gabbett &amp; Colin Boreham http://t.co/ky43xP2jVT,2014-04-04 10:38 +0000,6809,337,0.049493318,21,0,20,25,182,0,88,1,0,0,0
â€œ@tandfsport: 'Metrics of meaningfulness...' FREE access to article by @grantabt @alannevill1 @WinterEdward http://t.co/iT6K9Kt7glâ€ù,2014-03-31 10:13 +0000,10388,318,0.030612245,19,1,20,29,144,0,102,3,0,0,0
". @physical_prep Hi Mladen. Yes, according to the author guide, Latex files are acceptable. See p. 16/17â€_ http://t.co/Akv2H44VWN",2014-03-27 17:27 +0000,2502,28,0.011191047,0,1,2,1,10,0,14,0,0,0,0
If anyone has a question about the JSS submission process or peer-review then we'd be happy to answer it for you.,2014-03-27 17:13 +0000,2748,29,0.01055313,1,1,1,8,0,0,18,0,0,0,0
#JSSInPress Acute/sub-acute effects of repetitive kicking on hip adduction torque in injury-free elite youth soccer.. http://t.co/r69PsXi6Sh,2014-03-26 16:15 +0000,2730,43,0.015750916,5,0,2,3,22,0,10,0,1,0,0
New paper: Ground reaction forces and osteogenic index of the sport of cyclocross #JSSInPress http://t.co/LuumcOACyy,2014-03-26 16:10 +0000,2448,20,0.008169935,2,1,1,2,13,0,1,0,0,0,0
New paper: Improving the Test of Ability in Movement Imagery (TAMI) for use with athletes #JSSInPress http://t.co/yoAave7kU2,2014-03-26 16:09 +0000,2477,30,0.012111425,4,0,2,3,12,0,9,0,0,0,0
New paper: Hip adductor activations during run-to-cut manoeuvres in compression shorts #JSSInPress http://t.co/UJEawVKDwM,2014-03-26 16:07 +0000,2471,41,0.016592473,2,0,1,2,27,2,7,0,0,0,0
. @mdsportex Some great advice! Thanks so much for being involved today we really appreciate it. Any Qs for Ian he'd be happy to answer.,2014-03-25 16:15 +0000,2135,17,0.007962529,1,1,0,7,0,0,8,0,0,0,0
". @mdsportex and finally, what advice would you gives other researchers (e.g. postgrads) doing qualitative PED research?",2014-03-25 16:07 +0000,1829,14,0.007654456,0,4,0,1,0,0,9,0,0,0,0
. @mdsportex What are the implications of the research?,2014-03-25 16:04 +0000,1652,6,0.003631961,0,1,0,0,0,0,5,0,0,0,0
. @mdsportex Did you have any difficulties in collecting the data?,2014-03-25 16:02 +0000,1631,8,0.004904966,0,1,0,2,0,0,5,0,0,0,0
. @mdsportex The most freq MD mechanism was distortion of consequences. Are better education programmes required about the harmful effects?,2014-03-25 16:00 +0000,1556,3,0.001928021,0,2,0,0,0,0,1,0,0,0,0
. @mdsportex Can you take us through some of the mechanisms of MD that you found?,2014-03-25 15:56 +0000,1542,7,0.004539559,0,2,0,3,0,0,2,0,0,0,0
. @mdsportex How did you establish the reliability of your interview data?,2014-03-25 15:52 +0000,1559,21,0.013470173,1,1,0,2,0,0,17,0,0,0,0
. @mdsportex so all bodybuilders were asked the same core questions as a starting point for further discussion?,2014-03-25 15:51 +0000,1498,7,0.004672897,1,1,0,1,0,0,4,0,0,0,0
". @mdsportex Can you describe what a semi-structured interview is, &amp; why was that the best style of interview for this study?",2014-03-25 15:48 +0000,1535,18,0.011726384,1,2,0,3,0,0,12,0,0,0,0
. @mdsportex How do you know if they were telling the truth though? Might there be some â€˜boastingâ€™ about their PED use?,2014-03-25 15:44 +0000,1498,14,0.009345794,0,1,0,2,0,0,11,0,0,0,0
. @mdsportex You conducted interviews with 64 bodybuilders. Was it difficult to get them to talk about PED use?,2014-03-25 15:42 +0000,1510,13,0.008609272,0,1,0,1,0,0,11,0,0,0,0
There are clear descriptions for all of those mechanisms in Ian's paper...,2014-03-25 15:41 +0000,1453,6,0.004129387,0,0,0,2,0,0,4,0,0,0,0
. @mdsportex Can you define moral disengagement &amp; what are the 8 psychosocial aspects associated with it?,2014-03-25 15:37 +0000,1576,14,0.008883249,1,3,0,5,0,0,5,0,0,0,0
. @mdsportex Why did you study bodybuilders? Is PED use higher in these athletes compared to other groups?,2014-03-25 15:34 +0000,1617,17,0.010513296,1,1,0,2,0,0,13,0,0,0,0
". Hi Ian, thanks for doing the twinterview today! How did you become interested in researching performance-enhancing drugs? @mdsportex",2014-03-25 15:32 +0000,1675,19,0.011343284,1,2,0,1,0,0,15,0,0,0,0
Join us in about 15 min for our #JSStwinterview with @mdsportex where we discuss his paper on moral disengagementâ€_ http://t.co/V5dIEUcRYX,2014-03-25 15:19 +0000,1802,34,0.018867925,3,0,0,11,11,1,8,0,0,0,0
New paper: The myth of the team captain as principal leaderâ€_ #JSSInPress http://t.co/OSQQBd8kfK,2014-03-25 09:30 +0000,7380,238,0.032249322,18,4,16,12,144,1,42,1,0,0,0
Donâ€™t forget our twinterview with @mdsportex on 25/3 at 3.30pm GMT. His paper is a free download. Questions welcomed. http://t.co/wSX6BHwAmI,2014-03-23 17:39 +0000,3230,128,0.039628483,6,0,1,11,58,0,52,0,0,0,0
"Vol 32(12) is now available. Papers on cricket, rowing, and data mining, among othersâ€_ http://t.co/r7fkQcnSjk",2014-03-21 16:58 +0000,3245,121,0.037288136,5,0,5,9,89,0,13,0,0,0,0
"Vol 32(11) is now available. Papers on whole body vibration, pacing, &amp; immunological parameters, among othersâ€_ http://t.co/7XhudWUVj2",2014-03-21 16:31 +0000,2884,80,0.027739251,5,0,7,5,52,0,11,0,0,0,0
"Vol 32(10) is now available. Papers on the YoYo test, tackle detection in AFL, pro tennis ranking, among othersâ€_ http://t.co/0qfODxC9UG",2014-03-21 15:55 +0000,3106,104,0.03348358,6,0,6,4,76,0,11,0,1,0,0
Metrics of meaningfulness as opposed to sleights of significance. Editorial by @WinterEdward @alannevill1 &amp; @grantabt http://t.co/PkNK6YOEK1,2014-03-21 14:24 +0000,5800,219,0.037758621,18,2,18,19,93,0,68,1,0,0,0
"Exercise in the heat: challenges and opportunities, by JSS editor Professor Ron Maughan is now a free downloadâ€_ http://t.co/kBagepi0Ki",2014-03-18 20:31 +0000,7341,191,0.026018254,17,0,20,11,96,0,44,3,0,0,0
"For more information on symbols, units and abbreviations, see the style guideâ€_ http://t.co/YVrlxaejUe",2014-03-17 15:53 +0000,5478,68,0.01241329,5,0,3,11,34,0,14,1,0,0,0
An important editorial by @WinterEdward on the appropriate use of SI units of measurement in sport/exercise science. http://t.co/Irq2UAFV98,2014-03-17 15:51 +0000,6313,186,0.029463013,12,0,8,19,84,0,61,2,0,0,0
Do you know what â€˜open accessâ€™ publishing is? Hereâ€™s an overview from Taylor &amp; Francisâ€_ http://t.co/Z3IuXrQGHZ,2014-03-15 12:57 +0000,2619,46,0.017563956,5,0,1,1,32,0,7,0,0,0,0
If you have any questions for @mdsportex about his paper then let us know. Next #JSStwinterview is on 25 Marchâ€_ http://t.co/GCABd85aNn,2014-03-14 12:40 +0000,2825,69,0.024424779,5,0,1,7,22,1,33,0,0,0,0
Our next twinterview is with @mdsportex on 25/3 where we will discuss his paper on drugs in sport (free download)â€_ http://t.co/1dLvdSBrDC,2014-03-11 16:51 +0000,4219,96,0.022754207,9,0,2,14,20,0,51,0,0,0,0
"Vol 32(9) is now available. Papers on breast support, golf, stretching, &amp; performance-enhancing drugs, among othersâ€_ http://t.co/nq3Z7zDXSf",2014-03-07 15:14 +0000,6378,167,0.026183757,12,0,4,8,105,0,38,0,0,0,0
For those who have published in JSS here are some tips on sharing your researchâ€_ http://t.co/RZF6xpNWdF,2014-03-04 15:36 +0000,2821,76,0.026940801,4,0,2,5,45,0,19,1,0,0,0
New paper: Dynamics of the support leg in soccer instep kicking #JSSInPress http://t.co/XstuzsnLoL,2014-02-28 10:30 +0000,3226,64,0.01983881,4,1,8,2,41,1,7,0,0,0,0
New paper: Aging of running shoes and its effect on mechanical and biomechanical variablesâ€_ #JSSInPress http://t.co/UHGFiBXz1t,2014-02-28 10:30 +0000,5546,149,0.02686621,12,1,8,3,92,4,29,0,0,0,0
New paper: A comparison of electromyography and stroke kinematics during ergometer and on-water rowing #JSSInPress http://t.co/gIZs4csR4K,2014-02-28 10:29 +0000,2175,26,0.011954023,2,0,1,2,15,1,5,0,0,0,0
New paper: Effects of weighted sled towing on ground reaction force during the acceleration phaseâ€_ #JSSInPress http://t.co/nnPs9Bk35y,2014-02-28 10:28 +0000,4399,147,0.033416686,11,0,15,3,74,1,42,0,1,0,0
New paper: Increased delivery stride length places greater loads on the ankle joint in elite male cricket #JSSInPress http://t.co/bTTBYgq3I0,2014-02-28 10:28 +0000,2705,28,0.010351201,5,0,2,3,12,0,6,0,0,0,0
New paper: A 3-season comparison of match performances among selected/unselected elite youth RL players #JSSInPress http://t.co/11L0BNWBbY,2014-02-28 10:26 +0000,3157,72,0.022806462,5,0,7,2,43,0,15,0,0,0,0
New paper: Acute effects of whole-body vibration on running gait in marathon runners #JSSInPress http://t.co/uUixEdMnsG,2014-02-28 10:25 +0000,2090,27,0.01291866,3,0,3,2,13,0,6,0,0,0,0
New paper: Acute neuromuscular and metabolic responses to combined strength and endurance loadingsâ€_ #JSSInPress http://t.co/498hIDWTzz,2014-02-28 10:24 +0000,2727,104,0.038137147,7,0,11,5,58,4,19,0,0,0,0
New paper: Imposing a pause between the eccentric and concentric phases increases the reliabilityâ€_ #JSSInPress http://t.co/z3bVckR75e,2014-02-28 10:24 +0000,2538,113,0.044523247,6,0,11,0,78,0,18,0,0,0,0
New paper: Intra-abdominal pressures during activity in women using an intra-vaginal pressure transducer #JSSInPress http://t.co/VPRsMA2vLY,2014-02-28 10:22 +0000,1809,50,0.02763958,0,0,5,5,27,0,13,0,0,0,0
"Vol 32(8) is now available. Papers on cricket, redox status, interval training, &amp; exercising with HIV, among others. http://t.co/DQ2rtzvigI",2014-02-27 17:01 +0000,2912,112,0.038461538,5,0,4,1,81,0,21,0,0,0,0
"Vol 32(7) is now available. Papers on intermittent exercise, relative age, &amp; accelerometer cut points, among others. http://t.co/pTcYfT9SQj",2014-02-27 16:57 +0000,3068,103,0.03357236,6,0,3,6,72,0,16,0,0,0,0
